Angle step;Actual angle;uav1 start position;uav2 start position;uav1 flight speed;uav2 flight speed;aircraft diameter 1;aircraft diameter 2;closest distance
85;306;(306.34, 120.00, 0.00);(264.51, 120.00, 192.18);10;10;1.867347;0.7672859;0.7965363
