Simulation Mode;Density target;currentPosition X;currentPosition Y;currentPosition Z;currentPosition Type;nextPosition X;nextPosition Y;nextPosition Z;nextPosition Type;targetPosition X;targetPosition Y;targetPosition Z;targetPosition Type;Heading angle;flightState;localCollisions;currentPathStep;currentStepPercentage;flightSpeed;aircraftDiameter;Flight count;Far collisions;Medium collisions;Close collisions;Spot on collisions;;;;
Polygons;50;-1440.824;93.19722;-1342.245;NoFlyEvasion;-1431.488;92.8;-1356.957;NoFlyEvasion;-926.7048;0;-2660.012;Ground;237.61;Transit;1 1 1 1;10;82;26;0.89;45885;192995;79360;20471;1595;0.7915018;0.7809216;45818;45842
Polygons;50;-1440.406;93.17943;-1342.904;NoFlyEvasion;-1431.488;92.8;-1356.957;NoFlyEvasion;-1327.667;0;-2162.741;Ground;237.61;Transit;1 1 1 1;8;84;17;0.69;45885;192995;79360;20471;1596;0.7915018;0.7809216;45842;45818
Polygons;50;-787.0861;73.39432;-486.7526;NoFlyEvasion;-860.7328;75.2;-457.5937;NoFlyEvasion;-2325.168;0;-51.16382;Ground;158.36;Transit;2 1 1 1;6;41;23;2.68;46085;193763;79673;20551;1597;2.356422;2.310413;46023;46052
Polygons;50;-784.9397;73.29977;-487.6024;NoFlyEvasion;-860.7328;75.1;-457.5937;NoFlyEvasion;-992.6956;0;2193.087;Ground;158.36;Transit;2 1 1 1;12;39;29;2.03;46085;193763;79673;20551;1598;2.356422;2.310413;46052;46023
Polygons;50;1020.649;103.8136;444.4157;NoFlyEvasion;929.8126;80;444.4159;NoFlyEvasion;-721.5857;0;530.9189;Ground;165.31;Transit;1 1 1 1;9;31;9;2.32;46310;194726;80031;20646;1599;2.353681;2.347267;46216;46252
Polygons;50;1019.06;102.0859;444.4157;NoFlyEvasion;929.8126;76.4;444.4159;NoFlyEvasion;-1922.971;0;1416.729;Ground;163.94;Transit;1 1 1 1;4;33;7;2.39;46310;194726;80031;20646;1600;2.353681;2.347267;46252;46216
Polygons;50;-1518.072;56.82261;-796.0942;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-680.1151;0;1082.229;Ground;64.81;Transit;1 1 1 1;8;23;3;1.09;46324;194784;80056;20650;1601;1.479063;1.35051;46084;46273
Polygons;50;-1518.647;56.85339;-797.3159;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-1937.393;0;630.8343;Ground;64.81;Transit;3 3 2 1;11;16;18;1.87;46324;194784;80056;20650;1602;1.479063;1.35051;46273;46084
Polygons;50;722.9911;74.95667;518.2803;NoFlyEvasion;670.8398;73.6;546.9508;NoFlyEvasion;-1437.168;0;1851.676;Ground;151.17;Transit;1 1 1 1;5;56;4;2.25;46325;194787;80057;20652;1603;2.283937;2.280532;46113;46216
Polygons;50;724.7745;73.92768;517.2999;NoFlyEvasion;670.8398;72.7;546.9508;NoFlyEvasion;-721.5857;0;530.9189;Ground;151.18;Transit;2 2 2 2;11;53;9;2.32;46325;194787;80057;20652;1604;2.283937;2.280532;46216;46113
Polygons;50;651.3666;72.99104;565.2373;NoFlyEvasion;568.5121;70.4;643.043;NoFlyEvasion;-1437.168;0;1851.676;Ground;136.78;Transit;2 2 2 2;6;18;4;2.25;46334;194825;80079;20656;1605;2.317604;2.29024;46113;46252
Polygons;50;653.0357;73.04323;563.6699;NoFlyEvasion;568.5121;70.4;643.043;NoFlyEvasion;-1922.971;0;1416.729;Ground;136.78;Transit;2 2 2 2;7;15;7;2.39;46334;194825;80079;20656;1606;2.317604;2.29024;46252;46113
Polygons;50;-1469.822;54.29266;-696.3087;NoFlyEvasion;-1383.346;51.2;-591.7775;NoFlyEvasion;-680.1151;0;1082.229;Ground;50.41;Transit;1 1 1 1;9;2;3;1.09;46340;194855;80089;20661;1607;1.46146;1.41;46084;46277
Polygons;50;-1470.721;54.32479;-697.3948;NoFlyEvasion;-1383.346;51.2;-591.7775;NoFlyEvasion;-1234.998;0;605.2729;Ground;50.41;Transit;1 1 1 1;9;0;11;1.83;46340;194855;80089;20661;1608;1.46146;1.41;46277;46084
Polygons;50;-181.2264;69;376.524;Air;-1056.642;69;1395.006;Air;-1056.642;0;1395.006;Ground;130.68;Transit;1 0 1 1;1;69;3;2.82;46357;194926;80116;20672;1609;2.515861;2.434129;45930;46302
Polygons;50;-180.4209;70.1;374.5075;Air;-1080.086;70.1;1258.435;Air;-1080.086;0;1258.435;Ground;135.51;Transit;2 2 2 1;1;63;18;2.21;46357;194926;80116;20672;1610;2.515861;2.434129;46302;45930
Polygons;50;-1503.115;67.35265;-1244.09;NoFlyEvasion;-1506.703;67.2;-1238.436;NoFlyEvasion;-1588.663;0;550.6663;Ground;122.39;Transit;1 1 1 1;4;95;2;2.08;46373;194999;80143;20680;1611;1.221986;1.204265;46115;46261
Polygons;50;-1502.475;67.20562;-1245.099;NoFlyEvasion;-1506.703;67.2;-1238.436;NoFlyEvasion;-1520.861;0;2487.085;Ground;122.4;Transit;1 0 1 1;3;94;4;0.36;46373;194999;80143;20680;1612;1.221986;1.204265;46261;46115
Polygons;50;-1551.557;63.46396;-1081.465;NoFlyEvasion;-1558.895;60.8;-964.837;NoFlyEvasion;-1588.663;0;550.6663;Ground;93.6;Transit;1 1 1 1;6;16;2;2.08;46409;195138;80210;20706;1613;1.449667;1.400464;46115;46366
Polygons;50;-1551.469;63.49588;-1082.863;NoFlyEvasion;-1558.895;60.8;-964.837;NoFlyEvasion;-1021.44;0;2590.083;Ground;93.6;Transit;1 1 1 1;8;12;14;0.82;46409;195138;80210;20706;1614;1.449667;1.400464;46366;46115
Polygons;50;-1536.894;58.12343;-849.5049;NoFlyEvasion;-1532.592;57.6;-826.9503;NoFlyEvasion;-1520.861;0;2487.085;Ground;79.2;Transit;1 0 1 1;6;83;4;0.36;46416;195172;80224;20715;1615;0.5893708;0.5409887;46261;46366
Polygons;50;-1536.995;58.13576;-850.0361;NoFlyEvasion;-1532.592;57.6;-826.9503;NoFlyEvasion;-1021.44;0;2590.083;Ground;79.2;Transit;1 1 1 1;9;82;14;0.82;46416;195172;80224;20715;1616;0.5893708;0.5409887;46366;46261
Polygons;50;-448.1867;56.62902;-1077.396;NoFlyEvasion;-441.105;59.2;-964.8382;NoFlyEvasion;-1166.52;0;736.0139;Ground;86.4;Transit;1 1 1 1;4;18;8;2.26;46486;195441;80324;20739;1617;1.490083;1.419919;46432;46452
Polygons;50;-448.2758;56.59665;-1078.813;NoFlyEvasion;-441.105;59.2;-964.8382;NoFlyEvasion;-755.8713;0;305.9355;Ground;86.4;Transit;1 1 1 1;8;15;17;0.72;46486;195441;80324;20739;1618;1.490083;1.419919;46452;46432
Polygons;50;-453.2142;60.67319;-901.3589;NoFlyEvasion;-467.4081;62.4;-826.9514;NoFlyEvasion;-1166.52;0;736.0139;Ground;100.8;Transit;2 2 2 2;5;43;8;2.26;46495;195472;80334;20742;1619;2.14224;2.06077;46432;46463
Polygons;50;-452.8282;60.62623;-903.3827;NoFlyEvasion;-467.4081;62.4;-826.9514;NoFlyEvasion;-1019.551;0;223.7749;Ground;100.8;Transit;2 1 1 1;9;37;21;2.02;46495;195472;80334;20742;1620;2.14224;2.06077;46463;46432
Polygons;50;1407.568;107.948;620.5805;NoFlyEvasion;1329.159;110.4;546.95;NoFlyEvasion;-1401.996;0;654.9833;Ground;316.78;Transit;1 1 1 1;5;23;3;0.65;46642;195997;80539;20783;1621;1.785361;1.780157;46496;46535
Polygons;50;1408.865;107.9074;621.7988;NoFlyEvasion;1329.159;110.4;546.95;NoFlyEvasion;54.48267;0;263.9734;Ground;316.78;Transit;1 1 1 1;5;21;4;2.92;46642;195997;80539;20783;1622;1.785361;1.780157;46535;46496
Polygons;50;950.1627;85.16394;444.4158;NoFlyEvasion;929.8126;79.8;444.4159;NoFlyEvasion;54.48267;0;263.9734;Ground;165.23;Transit;1 1 1 1;8;84;4;2.92;46696;196175;80610;20797;1623;2.779488;2.73481;46535;46578
Polygons;50;948.8477;82.76607;444.4158;NoFlyEvasion;1070.186;80;444.4156;NoFlyEvasion;2628.392;0;87.70264;Ground;181.31;Transit;1 1 1 1;6;10;8;2.64;46696;196175;80610;20797;1624;2.779488;2.73481;46578;46535
Polygons;50;-1865.478;95.82001;1203.55;Ground;-1865.478;0;1203.55;Ground;-1865.478;0;1203.55;Ground;270;Transit;3 2 1 1;2;8;16;1.1;46775;196479;80732;20831;1625;1.20401;1.186844;46657;46703
Polygons;50;-1865.29;95.5;1202.423;Air;-1492.702;95.5;191.1559;Air;-1492.702;0;191.1559;Ground;249.77;Transit;1 1 1 1;1;27;3;1.31;46775;196479;80732;20831;1626;1.20401;1.186844;46703;46657
Polygons;50;-1222.555;72.98002;-1511.656;NoFlyEvasion;-1329.16;73.5;-1453.049;NoFlyEvasion;-1797.899;0;2310.567;Ground;151.2;Transit;1 1 1 1;3;10;6;1.86;46851;196766;80836;20864;1627;2.100583;2.098168;46780;46806
Polygons;50;-1220.741;73.32372;-1512.653;NoFlyEvasion;-1329.16;73.5;-1453.049;NoFlyEvasion;-1675.549;0;893.9218;Ground;151.2;Transit;1 1 1 1;3;8;9;2.34;46851;196766;80836;20864;1628;2.100583;2.098168;46806;46780
Polygons;50;-1550.156;63.97265;-1103.736;NoFlyEvasion;-1558.895;60.8;-964.837;NoFlyEvasion;-1797.899;0;2310.567;Ground;93.6;Transit;1 1 1 1;7;0;6;1.86;46889;196922;80910;20875;1629;2.29832;2.269385;46780;46804
Polygons;50;-1549.745;64.02478;-1105.967;NoFlyEvasion;-1550.081;64;-1104.933;NoFlyEvasion;-1516.059;0;1394.133;Ground;107.99;Transit;1 1 1 1;6;97;9;2.74;46889;196922;80910;20875;1630;2.29832;2.269385;46804;46780
Polygons;50;830.0856;76.72005;470.0215;NoFlyEvasion;793.8496;76.8;479.3254;NoFlyEvasion;-245.3228;0;1225.387;Ground;165.6;Transit;1 1 1 1;7;72;4;2.79;46994;197398;81105;20924;1631;2.001125;1.980749;46831;46944
Polygons;50;832.0042;76.71581;469.5289;NoFlyEvasion;793.8496;76.8;479.3254;NoFlyEvasion;-2215.978;0;1914.054;Ground;165.6;Transit;1 1 1 1;6;69;11;1.21;46994;197398;81105;20924;1632;2.001125;1.980749;46944;46831
Polygons;50;492.5376;96.05599;763.9001;NoFlyEvasion;493.2967;96;761.564;NoFlyEvasion;1676.095;0;-1892.084;Ground;252;Transit;1 1 1 1;6;97;5;2.12;47035;197599;81190;20944;1633;2.152651;2.1142;46932;46997
Polygons;50;491.8861;95.89919;765.9053;NoFlyEvasion;493.2967;96;761.564;NoFlyEvasion;2480.004;0;771.7463;Ground;252;Transit;1 1 1 1;3;94;16;2.19;47035;197599;81190;20944;1634;2.152651;2.1142;46997;46932
Polygons;50;-1519.063;96.9118;-1200.396;NoFlyEvasion;-1506.703;96;-1238.436;NoFlyEvasion;-678.2001;0;-2086.548;Ground;252;Transit;1 0 1 1;6;70;4;1.54;47054;197710;81240;20956;1635;0.9058322;0.8250722;46819;46976
Polygons;50;-1519.307;96.66827;-1199.646;NoFlyEvasion;-1506.703;96;-1238.436;NoFlyEvasion;-1245.177;0;-2078.763;Ground;252;Transit;1 1 1 1;3;68;15;0.27;47054;197710;81240;20956;1636;0.9058322;0.8250722;46976;46819
Polygons;50;-350.6983;45.1;1365.816;Air;1853.769;45.1;2310.557;Air;1853.769;0;2310.557;Ground;23.2;Transit;1 1 1 1;1;43;14;0.49;47171;198351;81489;21017;1637;1.545048;1.543754;47113;47150
Polygons;50;-350.5688;46.63818;1365.795;Air;-350.5688;53.9;1365.795;Air;-20.59058;0;2000.466;Ground;270;Transit;0 0 1 1;0;86;1;2.6;47171;198351;81489;21017;1638;1.545048;1.543754;47150;47113
Polygons;50;-463.0525;101.7688;-1145.354;NoFlyEvasion;-493.2973;104;-1238.437;NoFlyEvasion;-563.4443;0;-2320.232;Ground;288;Transit;2 2 2 1;7;29;3;0.9;47278;198793;81670;21060;1639;1.226813;1.110785;46889;47188
Polygons;50;-462.7094;101.7435;-1144.298;NoFlyEvasion;-493.2973;104;-1238.437;NoFlyEvasion;-417.0352;0;-2158.522;Ground;288;Transit;2 1 1 1;10;27;20;1.56;47278;198793;81670;21060;1640;1.226813;1.110785;47188;46889
Polygons;50;1180.614;95.4;-1141.101;Air;1438.851;95.4;-1828.829;Air;1438.851;0;-1828.829;Ground;249.42;Transit;3 3 1 1;1;80;4;2.55;47864;201274;82672;21268;1641;2.605263;2.59067;47528;47696
Polygons;50;1180.489;93.1;-1139.915;Air;1231.655;93.1;-1224.682;Air;1231.655;0;-1224.682;Ground;238.88;Transit;4 2 1 1;1;97;9;2.66;47864;201274;82672;21268;1642;2.605263;2.59067;47696;47528
Polygons;50;530.5702;94.41422;702.8301;NoFlyEvasion;568.5121;92.8;643.043;NoFlyEvasion;1903.46;0;-419.7319;Ground;237.61;Transit;1 1 1 1;5;47;7;1.39;47989;201922;82936;21329;1643;0.7486874;0.5809315;47892;47959
Polygons;50;530.259;94.42746;703.3205;NoFlyEvasion;568.5121;92.8;643.043;NoFlyEvasion;-886.4808;0;-2082.372;Ground;237.61;Transit;1 1 1 1;11;40;30;0.1;47989;201922;82936;21329;1644;0.7486874;0.5809315;47959;47892
Polygons;50;-647.2322;87.13834;-569.561;NoFlyEvasion;-616.653;88;-591.7782;NoFlyEvasion;1149.076;0;-1418.606;Ground;216.02;Transit;1 1 1 1;5;70;6;1.6;48015;202011;82978;21339;1645;1.096926;1.081155;47911;47969
Polygons;50;-648.1067;87.1137;-568.9257;NoFlyEvasion;-616.653;88;-591.7782;NoFlyEvasion;1447.315;0;-2141.655;Ground;216.02;Transit;1 1 1 1;7;65;18;0.6;48015;202011;82978;21339;1646;1.096926;1.081155;47969;47911
Polygons;50;762.4054;92.1;-1661.907;Air;1248.447;92.1;-2344.059;Air;1248.447;0;-2344.059;Ground;234.53;Transit;1 1 1 1;1;86;5;0.63;48101;202316;83090;21372;1647;1.280788;1.254492;47647;47994
Polygons;50;762.3677;93.2;-1661.305;Air;1006.542;93.2;-2074.402;Air;1006.542;0;-2074.402;Ground;239.41;Transit;1 1 1 1;1;86;13;1.93;48101;202316;83090;21372;1648;1.280788;1.254492;47994;47647
Polygons;50;-619.3599;48.06023;-1404.706;NoFlyEvasion;-568.5132;49.7;-1356.958;NoFlyEvasion;-1522.496;0;1689.592;Ground;43.22;Transit;1 1 1 1;4;48;4;0.57;48106;202344;83104;21382;1649;1.714745;1.622061;48014;48089
Polygons;50;-620.5406;47.973;-1405.815;NoFlyEvasion;-568.5132;49.6;-1356.958;NoFlyEvasion;-868.3277;0;1660.434;Ground;43.22;Transit;3 3 3 1;4;39;29;2.86;48106;202344;83104;21382;1650;1.714745;1.622061;48089;48014
Polygons;50;-538.4708;50.93819;-1309.619;NoFlyEvasion;-493.2973;52.8;-1238.437;NoFlyEvasion;-1522.496;0;1689.592;Ground;57.61;Transit;1 1 1 1;5;39;4;0.57;48119;202392;83132;21390;1651;0.5949673;0.4076911;48014;48099
Polygons;50;-538.686;50.86897;-1309.958;NoFlyEvasion;-493.2973;52.8;-1238.437;NoFlyEvasion;-771.5486;0;1431.472;Ground;57.61;Transit;3 2 2 1;6;39;29;0.62;48119;202392;83132;21390;1652;0.5949673;0.4076911;48099;48014
Polygons;50;-462.6742;94.97591;-851.7673;NoFlyEvasion;-441.105;97.6;-964.8382;NoFlyEvasion;1237.785;0;-2412.187;Ground;259.2;Transit;1 1 1 1;11;15;7;2.14;48250;202977;83367;21434;1653;1.537702;1.469958;48106;48181
Polygons;50;-462.9496;94.94241;-850.3237;NoFlyEvasion;-441.105;97.6;-964.8382;NoFlyEvasion;-176.5308;0;-1622.153;Ground;259.2;Transit;1 1 1 1;7;12;14;0.93;48250;202977;83367;21434;1654;1.537702;1.469958;48181;48106
Polygons;50;-1506.703;96;-1238.436;NoFlyEvasion;-1506.703;96;-1238.436;NoFlyEvasion;-1364.344;0;-2635.663;Ground;180;Transit;1 1 1 1;4;97;6;2.34;48256;203002;83381;21439;1655;1.30863;1.30775;48033;48159
Polygons;50;-1507.107;96.02981;-1237.193;NoFlyEvasion;-1506.703;96;-1238.436;NoFlyEvasion;-663.5767;0;-2698.336;Ground;252;Transit;1 1 1 1;7;94;13;0.28;48256;203002;83381;21439;1656;1.30863;1.30775;48159;48033
Polygons;50;875.7184;111.9961;1544.3;NoFlyEvasion;860.7337;116.3;1542.407;NoFlyEvasion;-1190.609;0;391.8631;Ground;342.58;Transit;1 1 1 1;4;88;3;0.88;48392;203609;83647;21507;1657;1.69121;1.636851;48176;48296
Polygons;50;877.3198;111.7243;1544.502;NoFlyEvasion;860.7337;116.5;1542.407;NoFlyEvasion;-742.6421;0;0.878418;Ground;342.55;Transit;1 1 1 1;5;87;10;2.51;48392;203609;83647;21507;1658;1.69121;1.636851;48296;48176
Polygons;50;-1245.23;87.41663;-1499.19;NoFlyEvasion;-1206.15;86.4;-1520.675;NoFlyEvasion;1459.922;0;-2236.629;Ground;208.83;Transit;1 1 1 1;5;68;5;2.77;48403;203653;83667;21514;1659;1.872932;1.841778;48264;48357
Polygons;50;-1246.844;87.45861;-1498.303;NoFlyEvasion;-1206.15;86.4;-1520.675;NoFlyEvasion;-986.2188;0;-2024.202;Ground;208.83;Transit;2 1 1 1;8;65;29;0.98;48403;203653;83667;21514;1660;1.872932;1.841778;48357;48264
Polygons;50;-610.1737;68.56828;-599.6103;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-1730.618;0;1465.696;Ground;129.59;Transit;1 1 1 1;9;90;8;2.5;48434;203753;83708;21523;1661;2.303633;2.24082;48318;48388
Polygons;50;-608.7457;68.51721;-601.3364;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-822.5811;0;960.4981;Ground;129.59;Transit;1 1 1 1;9;87;16;2.11;48434;203753;83708;21523;1662;2.303633;2.24082;48388;48318
Polygons;50;-709.4489;71.41479;-524.3578;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-1614.324;0;206.1389;Ground;143.98;Transit;1 1 1 1;5;79;7;1.25;48525;204113;83840;21550;1663;1.618442;1.60027;48386;48433
Polygons;50;-708.1545;71.37833;-525.2982;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-1451.9;0;1160.372;Ground;143.98;Transit;1 1 1 1;11;77;9;1.99;48525;204113;83840;21550;1664;1.618442;1.60027;48433;48386
Polygons;50;-524.1091;51.48914;-1286.989;NoFlyEvasion;-493.2973;52.8;-1238.437;NoFlyEvasion;-776.6558;0;1234.362;Ground;57.61;Transit;1 1 1 1;5;58;3;0.79;48656;204733;84100;21599;1665;1.651801;1.491692;48496;48631
Polygons;50;-524.9081;51.45514;-1288.248;NoFlyEvasion;-493.2973;52.8;-1238.437;NoFlyEvasion;-1084.133;0;703.6475;Ground;57.61;Transit;1 1 1 1;5;54;20;2.52;48656;204733;84100;21599;1666;1.651801;1.491692;48631;48496
Polygons;50;1130.057;71.7;-1711.453;Air;-1754.744;71.7;496.8217;Air;-1754.744;0;496.8217;Ground;142.57;Transit;3 2 1 1;1;16;13;2.85;48663;204780;84121;21601;1667;2.46561;2.454634;48637;48656
Polygons;50;1131.962;71.6;-1709.909;Air;-1877.768;71.6;616.9486;Air;-1877.768;0;616.9486;Ground;142.29;Transit;6 4 1 1;1;8;29;2.09;48663;204780;84121;21601;1668;2.46561;2.454634;48656;48637
Polygons;50;-449.0415;58.20955;-1090.982;NoFlyEvasion;-441.105;59.2;-964.8382;NoFlyEvasion;-2453.5;0;927.7263;Ground;86.4;Transit;1 0 1 1;3;9;3;1.94;48748;205133;84273;21632;1669;1.988775;1.979202;48587;48689
Polygons;50;-449.0756;56.3063;-1091.524;NoFlyEvasion;-441.105;59.2;-964.8382;NoFlyEvasion;344.4653;0;-161.0347;Ground;86.4;Transit;2 1 1 1;10;7;16;2.03;48748;205133;84273;21632;1670;1.988775;1.979202;48689;48587
Polygons;50;-461.5098;62.06364;-857.8713;NoFlyEvasion;-467.4081;62.4;-826.9514;NoFlyEvasion;-2687.313;0;885.8515;Ground;100.8;Transit;3 1 1 1;3;76;6;1.89;48755;205156;84289;21640;1671;1.963634;1.929772;48650;48689
Polygons;50;-461.1571;61.63951;-859.7205;NoFlyEvasion;-467.4081;62.4;-826.9514;NoFlyEvasion;344.4653;0;-161.0347;Ground;100.8;Transit;4 4 2 2;11;72;16;2.03;48755;205156;84289;21640;1672;1.963634;1.929772;48689;48650
Polygons;50;-1557.383;61.34896;-988.8705;NoFlyEvasion;-1558.895;60.8;-964.837;NoFlyEvasion;-869.6315;0;1564.977;Ground;93.6;Transit;1 0 1 1;6;81;4;0.23;48832;205468;84423;21673;1673;0.4179479;0.4016493;48699;48784
Polygons;50;-1557.358;61.35811;-989.2712;NoFlyEvasion;-1558.895;60.8;-964.837;NoFlyEvasion;-2028.165;0;121.5339;Ground;93.6;Transit;2 1 1 1;9;76;21;0.61;48832;205468;84423;21673;1674;0.4179479;0.4016493;48784;48699
Polygons;50;-1834.321;97.7;1403.485;Air;-1681.31;97.7;571.6993;Air;-1681.31;0;571.6993;Ground;259.58;Transit;0 0 1 1;1;17;2;0.87;48927;205937;84611;21723;1675;1.213607;1.156258;48869;48911
Polygons;50;-1833.952;98.5;1404.234;Air;-1554.621;98.5;-863.5547;Air;-1409.748;0;-2039.728;Ground;262.98;Transit;1 1 1 1;1;13;13;1.56;48927;205937;84611;21723;1676;1.213607;1.156258;48911;48869
Polygons;50;-545.1467;66.24269;-678.2148;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-1740.974;0;1322.859;Ground;129.59;Transit;1 1 1 1;8;18;5;0.7;48931;205952;84625;21728;1677;0.9824166;0.900194;48765;48834
Polygons;50;-544.573;66.22218;-678.9082;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-2229.728;0;-543.2263;Ground;129.59;Transit;3 3 2 1;4;13;15;1.27;48931;205952;84625;21728;1678;0.9824166;0.900194;48834;48765
Polygons;50;-881.7116;75.63684;-454.9434;NoFlyEvasion;-999.9999;78.1;-440;NoFlyEvasion;-1740.974;0;1322.859;Ground;172.7;Transit;1 1 1 1;11;13;5;0.7;48966;206159;84708;21746;1679;0.5051082;0.5020387;48765;48828
Polygons;50;-881.2147;75.67062;-455.0062;NoFlyEvasion;-999.9999;78.4;-440;NoFlyEvasion;-1805.07;0;135.8446;Ground;172.68;Transit;2 1 1 1;7;12;7;0.31;48966;206159;84708;21746;1680;0.5051082;0.5020387;48828;48765
Polygons;50;-591.0778;68.19976;-622.6933;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-2234.254;0;206.1982;Ground;129.59;Transit;1 1 1 1;3;70;6;2.45;48972;206192;84721;21749;1681;2.322825;2.303744;48817;48872
Polygons;50;-589.6281;67.8335;-624.4458;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-1574.976;0;512.1942;Ground;129.59;Transit;1 1 1 1;9;68;8;2.2;48972;206192;84721;21749;1682;2.322825;2.303744;48872;48817
Polygons;50;-1457.476;93.90563;-1316.007;NoFlyEvasion;-1431.488;92.8;-1356.957;NoFlyEvasion;-1341.814;0;-2082.87;Ground;237.61;Transit;1 0 1 1;9;65;2;1.01;49020;206426;84832;21780;1683;1.355398;1.315821;48450;48880
Polygons;50;-1458.18;93.93562;-1314.896;NoFlyEvasion;-1431.488;92.8;-1356.957;NoFlyEvasion;-2174.721;0;-2634.054;Ground;237.61;Transit;2 1 1 1;12;63;14;1.7;49020;206426;84832;21780;1684;1.355398;1.315821;48880;48450
Polygons;50;-1518.263;56.83286;-796.5012;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-1026.593;0;708.1954;Ground;64.81;Transit;1 1 1 1;8;23;3;2.06;49174;207146;85136;21867;1685;1.443938;1.440577;48969;49078
Polygons;50;-1518.877;56.86569;-797.8043;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-2267.053;0;337.3548;Ground;64.81;Transit;1 1 1 1;13;20;9;0.82;49174;207146;85136;21867;1686;1.443938;1.440577;49078;48969
Polygons;50;-1498.125;55.75462;-753.704;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-1026.593;0;708.1954;Ground;64.81;Transit;2 2 2 2;8;57;3;2.06;49181;207189;85152;21871;1687;1.655764;1.65087;48969;49119
Polygons;50;-1498.827;55.79224;-755.1974;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-1597.981;0;1144.894;Ground;64.81;Transit;2 1 1 1;10;54;12;1.25;49181;207189;85152;21871;1688;1.655764;1.65087;49119;48969
Polygons;50;1155.058;114.7649;466.2071;NoFlyEvasion;1070.186;116.7;444.4156;NoFlyEvasion;679.3901;0;-544.9004;Ground;345.55;Transit;1 0 1 1;12;36;4;1.29;49305;207797;85411;21951;1689;1.465737;1.401333;49084;49228
Polygons;50;1156.416;114.7705;466.5555;NoFlyEvasion;1070.186;116.8;444.4156;NoFlyEvasion;-264.5989;0;-2718.176;Ground;345.54;Transit;1 1 1 1;10;32;12;1.64;49305;207797;85411;21951;1690;1.465737;1.401333;49228;49084
Polygons;50;-1554.503;62.39461;-1034.649;NoFlyEvasion;-1558.895;60.8;-964.837;NoFlyEvasion;-1106.885;0;271.4386;Ground;93.6;Transit;1 1 1 1;7;48;4;2.72;49369;208110;85533;21984;1691;2.795212;2.790661;49202;49315
Polygons;50;-1554.328;62.45821;-1037.434;NoFlyEvasion;-1558.895;60.8;-964.837;NoFlyEvasion;-1458.155;0;2702.853;Ground;93.6;Transit;2 2 2 1;7;44;11;2.87;49369;208110;85533;21984;1692;2.795212;2.790661;49315;49202
Polygons;50;-1554.107;60.21747;-939.736;NoFlyEvasion;-1532.592;57.6;-826.9503;NoFlyEvasion;-1106.885;0;271.4386;Ground;79.2;Transit;1 1 1 1;8;18;4;2.72;49379;208134;85544;21988;1693;2.460471;2.430251;49202;49313
Polygons;50;-1554.562;60.27286;-942.1226;NoFlyEvasion;-1532.592;57.6;-826.9503;NoFlyEvasion;-1383.038;0;1485.799;Ground;79.2;Transit;2 2 2 1;8;16;9;2.2;49379;208134;85544;21988;1694;2.460471;2.430251;49313;49202
Polygons;50;-1070.187;83.3;-1555.584;NoFlyEvasion;-1070.187;83.3;-1555.584;NoFlyEvasion;-703.7415;0;-2132.652;Ground;180;Transit;2 1 1 1;10;97;18;1.3;49418;208298;85622;22008;1695;1.70677;1.705986;49347;49359
Polygons;50;-1071.839;83.33767;-1555.16;NoFlyEvasion;-1070.187;83.3;-1555.584;NoFlyEvasion;-768.1537;0;-2237.097;Ground;194.46;Transit;2 1 1 1;12;94;19;2.11;49418;208298;85622;22008;1696;1.70677;1.705986;49359;49347
Polygons;50;-1550.081;64;-1104.933;NoFlyEvasion;-1550.081;64;-1104.933;NoFlyEvasion;-1531.232;0;-19.65112;Ground;180;Transit;1 1 1 1;6;98;7;0.37;49420;208305;85626;22011;1697;0.8159316;0.6878935;49334;49383
Polygons;50;-1549.868;64.01568;-1105.587;NoFlyEvasion;-1550.081;64;-1104.933;NoFlyEvasion;-1570.215;0;48.45483;Ground;108;Transit;1 1 1 1;5;95;14;1.26;49420;208305;85626;22011;1698;0.8159316;0.6878935;49383;49334
Polygons;50;-518.9264;91.64168;-717.4689;NoFlyEvasion;-467.4081;94.4;-826.9514;NoFlyEvasion;-756.181;0;-2135.011;Ground;244.81;Transit;1 1 1 1;4;13;3;1.28;49511;208684;85797;22055;1699;1.153377;1.130167;49226;49462
