Simulation Mode;Density target;currentPosition X;currentPosition Y;currentPosition Z;currentPosition Type;nextPosition X;nextPosition Y;nextPosition Z;nextPosition Type;targetPosition X;targetPosition Y;targetPosition Z;targetPosition Type;Heading angle;flightState;localCollisions;currentPathStep;currentStepPercentage;flightSpeed;aircraftDiameter;Flight count;Far collisions;Medium collisions;Close collisions;Spot on collisions;;;;
Polygons;50;-447.7159;56.79995;-1069.912;NoFlyEvasion;-441.105;59.2;-964.8382;NoFlyEvasion;-1410.639;0;1743.719;Ground;86.4;Transit;1 1 1 1;4;24;5;2.46;366216;1595907;649940;163056;12103;2.024544;1.980374;366127;366158
Polygons;50;-447.8402;56.75482;-1071.888;NoFlyEvasion;-441.105;59.2;-964.8382;NoFlyEvasion;-1590.366;0;898.762;Ground;86.4;Transit;1 1 1 1;6;23;12;1.59;366216;1595907;649940;163056;12104;2.024544;1.980374;366158;366127
Polygons;50;765.6748;76.06705;494.8147;NoFlyEvasion;670.8398;73.6;546.9508;NoFlyEvasion;-660.0371;0;992.2148;Ground;151.17;Transit;1 1 1 1;5;22;6;2.3;366298;1596223;650054;163085;12105;1.308355;1.29066;366163;366263
Polygons;50;766.0938;74.86821;494.5844;NoFlyEvasion;670.8398;72.7;546.9508;NoFlyEvasion;-1591.661;0;65.5789;Ground;151.18;Transit;1 1 1 1;11;21;22;0.32;366298;1596223;650054;163085;12106;1.308355;1.29066;366263;366163
Polygons;50;1555.918;98.68074;987.8467;NoFlyEvasion;1550.081;100.8;895.0656;NoFlyEvasion;1597.425;0;-60.44775;Ground;273.6;Transit;1 1 1 1;8;33;2;1.55;366305;1596247;650069;163090;12107;1.830547;1.820903;365966;366230
Polygons;50;1556.032;98.63924;989.6636;NoFlyEvasion;1550.081;100.8;895.0656;NoFlyEvasion;2036.591;0;582.4338;Ground;273.6;Transit;2 2 1 1;12;32;19;2.12;366305;1596247;650069;163090;12108;1.830547;1.820903;366230;365966
Polygons;50;-602.6258;48.53323;-1388.992;NoFlyEvasion;-568.5132;49.6;-1356.958;NoFlyEvasion;2070.471;0;-1211.734;Ground;43.22;Transit;1 1 1 1;9;66;3;1.32;366326;1596317;650098;163101;12109;1.568243;1.560791;366017;366286
Polygons;50;-603.7633;48.49765;-1390.06;NoFlyEvasion;-568.5132;49.6;-1356.958;NoFlyEvasion;122.7197;0;2112.163;Ground;43.22;Transit;1 1 1 1;4;64;12;1.81;366326;1596317;650098;163101;12110;1.568243;1.560791;366286;366017
Polygons;50;1537.284;101.744;855.6823;NoFlyEvasion;1506.703;104;761.5627;NoFlyEvasion;1597.425;0;-60.44775;Ground;288;Transit;1 1 1 1;9;29;2;1.55;366333;1596339;650106;163103;12111;1.874209;1.820803;365966;366275
Polygons;50;1537.847;101.7025;857.4135;NoFlyEvasion;1506.703;104;761.5627;NoFlyEvasion;1874.553;0;-1753.486;Ground;288;Transit;1 1 1 1;9;27;15;2.2;366333;1596339;650106;163103;12112;1.874209;1.820803;366275;365966
Polygons;50;-443.2794;58.41059;-999.3989;NoFlyEvasion;-441.105;59.2;-964.8382;NoFlyEvasion;2035.651;0;1606.589;Ground;86.4;Transit;2 1 1 1;10;74;7;1.64;366388;1596536;650192;163123;12113;2.281781;2.151469;366250;366353
Polygons;50;-443.4145;58.36155;-1001.546;NoFlyEvasion;-441.105;59.2;-964.8382;NoFlyEvasion;-1435.793;0;1621.01;Ground;86.4;Transit;2 2 1 1;4;72;22;2.92;366388;1596536;650192;163123;12114;2.281781;2.151469;366353;366250
Polygons;50;-451.1149;100.8882;-1108.614;NoFlyEvasion;-493.2973;104;-1238.437;NoFlyEvasion;-732.9799;0;-2100.503;Ground;288;Transit;1 0 1 1;7;2;3;1.88;366401;1596577;650216;163126;12115;2.274829;2.170089;366137;366309
Polygons;50;-450.4445;100.8387;-1106.551;NoFlyEvasion;-493.2973;104;-1238.437;NoFlyEvasion;-1316.655;0;-2199.517;Ground;288;Transit;1 1 1 1;7;0;17;2.67;366401;1596577;650216;163126;12116;2.274829;2.170089;366309;366137
Polygons;50;1080.386;79.91166;447.0346;NoFlyEvasion;1206.149;44.3;479.3249;NoFlyEvasion;2035.651;0;1606.589;Ground;20.92;Transit;1 1 1 1;16;7;7;1.64;366525;1597233;650471;163178;12117;2.198639;2.195614;366250;366439
Polygons;50;1078.785;78.46614;446.6236;NoFlyEvasion;1206.149;43.9;479.3249;NoFlyEvasion;1762.489;0;2336.569;Ground;20.49;Transit;1 1 1 1;4;5;17;2.76;366525;1597233;650471;163178;12118;2.198639;2.195614;366439;366250
Polygons;50;-487.1666;93.77189;-784.9623;NoFlyEvasion;-467.4081;94.4;-826.9514;NoFlyEvasion;-334.5276;0;-2117.268;Ground;244.8;Transit;0 0 1 1;3;66;2;0.76;366578;1597556;650604;163211;12119;0.9945914;0.9818265;366262;366484
Polygons;50;-487.5451;93.35555;-784.1577;NoFlyEvasion;-467.4081;94.4;-826.9514;NoFlyEvasion;-983.3524;0;-2079.729;Ground;244.81;Transit;1 1 1 1;6;65;10;1.23;366578;1597556;650604;163211;12120;0.9945914;0.9818265;366484;366262
Polygons;50;635.7094;50.66305;1422.067;NoFlyEvasion;730.2179;48;1490.732;NoFlyEvasion;2075.446;0;1555.417;Ground;36.02;Transit;1 1 1 1;7;16;4;1.48;366641;1597806;650682;163222;12121;1.785693;1.7202;366375;366592
Polygons;50;634.3181;50.70226;1421.056;NoFlyEvasion;730.2179;48;1490.732;NoFlyEvasion;2109.928;0;2136.366;Ground;36.02;Transit;1 1 1 1;6;14;13;2.09;366641;1597806;650682;163222;12122;1.785693;1.7202;366592;366375
Polygons;50;-477.8996;53.93589;-1191.048;NoFlyEvasion;-449.9193;56;-1104.934;NoFlyEvasion;-1175.814;0;1510.655;Ground;72;Transit;1 1 1 1;4;34;7;1.53;366767;1598432;650941;163269;12123;0.8411755;0.8405411;366708;366740
Polygons;50;-478.1593;53.91673;-1191.848;NoFlyEvasion;-449.9193;56;-1104.934;NoFlyEvasion;-1432.307;0;1223.875;Ground;72;Transit;1 1 1 1;5;33;20;0.16;366767;1598432;650941;163269;12124;0.8411755;0.8405411;366740;366708
Polygons;50;-1478.136;68.41537;-1283.451;NoFlyEvasion;-1506.703;67.2;-1238.436;NoFlyEvasion;-1217.814;0;80.40949;Ground;122.39;Transit;1 1 1 1;4;61;4;2.92;366790;1598534;650976;163276;12125;2.909561;2.871633;366681;366725
Polygons;50;-1476.598;68.48081;-1285.875;NoFlyEvasion;-1506.703;67.2;-1238.436;NoFlyEvasion;-2470.514;0;-459.333;Ground;122.39;Transit;2 2 1 1;9;59;21;2.9;366790;1598534;650976;163276;12126;2.909561;2.871633;366725;366681
Polygons;50;1288.053;111.4693;524.3517;NoFlyEvasion;1206.149;113.6;479.3249;NoFlyEvasion;-1912.381;0;-2099.564;Ground;331.17;Transit;1 1 1 1;7;32;6;0.87;366825;1598681;651032;163288;12127;0.5822778;0.5633287;366684;366811
Polygons;50;1288.202;110.9322;524.4335;NoFlyEvasion;1206.149;113;479.3249;NoFlyEvasion;-1908.54;0;2165.031;Ground;331.17;Transit;1 1 1 1;4;31;25;0.29;366825;1598681;651032;163288;12128;0.5822778;0.5633287;366811;366684
Polygons;50;-604.6039;68.36909;-606.3431;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-1640.955;0;1512.241;Ground;129.59;Transit;1 1 1 1;9;86;9;0.45;366898;1598925;651131;163308;12129;0.9439563;0.9008898;366798;366842
Polygons;50;-604.0298;68.34856;-607.037;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-1877.902;0;440.8687;Ground;129.59;Transit;1 1 1 1;4;85;18;1.44;366898;1598925;651131;163308;12130;0.9439563;0.9008898;366842;366798
Polygons;50;1181.766;86.99056;1525.58;NoFlyEvasion;1269.783;84.9;1490.731;NoFlyEvasion;2027.4;0;-1709.818;Ground;201.64;Transit;1 1 1 1;3;31;9;1.11;366990;1599372;651309;163356;12131;0.6518692;0.6335747;366939;366947
Polygons;50;1182.231;87.37988;1525.396;NoFlyEvasion;1139.267;75.2;1542.406;NoFlyEvasion;-59.66162;0;156.8342;Ground;154.04;Transit;2 1 1 1;3;65;18;0.2;366990;1599372;651309;163356;12132;0.6518692;0.6335747;366947;366939
Polygons;50;568.0682;110.2624;1349.493;NoFlyEvasion;527.1765;108.8;1300.063;NoFlyEvasion;-2396.062;0;809.0432;Ground;309.59;Transit;1 0 1 1;10;53;4;1.18;367001;1599436;651339;163366;12133;0.733201;0.6414571;366809;366979
Polygons;50;568.477;110.277;1349.987;NoFlyEvasion;527.1765;108.8;1300.063;NoFlyEvasion;-1325.186;0;-2102.338;Ground;309.59;Transit;2 2 1 1;6;51;27;0.28;367001;1599436;651339;163366;12134;0.733201;0.6414571;366979;366809
Polygons;50;-444.8565;98.96198;-1024.466;NoFlyEvasion;-449.9193;100.8;-1104.934;NoFlyEvasion;-1912.381;0;-2099.564;Ground;273.6;Transit;1 1 1 1;14;42;6;0.87;367002;1599440;651343;163368;12135;1.703709;1.660812;366684;366891
Polygons;50;-444.7523;98.92413;-1022.808;NoFlyEvasion;-449.9193;100.8;-1104.934;NoFlyEvasion;-838.5007;0;-2059.065;Ground;273.6;Transit;2 2 1 1;9;41;14;2.53;367002;1599440;651343;163368;12136;1.703709;1.660812;366891;366684
Polygons;50;529.1957;108.8722;1302.504;NoFlyEvasion;527.1765;108.8;1300.063;NoFlyEvasion;-2396.062;0;809.0432;Ground;309.59;Transit;1 0 1 1;10;97;4;1.18;367007;1599465;651352;163377;12137;0.6902786;0.6196012;366809;366947
Polygons;50;529.5905;108.8863;1302.981;NoFlyEvasion;527.1765;108.8;1300.063;NoFlyEvasion;-59.66162;0;156.8342;Ground;309.59;Transit;2 2 1 1;8;95;18;0.2;367007;1599465;651352;163377;12138;0.6902786;0.6196012;366947;366809
Polygons;50;-896.5734;116.0177;-1547.05;NoFlyEvasion;-929.8142;116.8;-1555.584;NoFlyEvasion;-1912.381;0;-2099.564;Ground;345.54;Transit;1 1 1 1;19;75;6;0.87;367055;1599639;651420;163388;12139;0.5787022;0.5119493;366684;366979
Polygons;50;-896.0777;116.006;-1546.922;NoFlyEvasion;-929.8142;116.8;-1555.584;NoFlyEvasion;-1325.186;0;-2102.338;Ground;345.54;Transit;1 1 1 1;20;73;27;0.28;367055;1599639;651420;163388;12140;0.5787022;0.5119493;366979;366684
Polygons;50;-1554.073;62.55051;-1041.475;NoFlyEvasion;-1558.895;60.8;-964.837;NoFlyEvasion;-2124.865;0;-684.2344;Ground;93.6;Transit;1 1 1 1;12;44;10;0.86;367169;1600176;651633;163435;12141;0.5648147;0.5505446;366996;367065
Polygons;50;-1554.108;62.53797;-1040.925;NoFlyEvasion;-1558.895;60.8;-964.837;NoFlyEvasion;-1145.968;0;1086.514;Ground;93.6;Transit;1 1 1 1;7;45;5;0.27;367169;1600176;651633;163435;12142;0.5648147;0.5505446;367065;366996
Polygons;50;-555.2259;90.22819;-666.031;NoFlyEvasion;-527.1759;91.2;-699.9377;NoFlyEvasion;-777.7844;0;-2145.373;Ground;230.41;Transit;1 1 1 1;5;68;9;1.31;367228;1600489;651771;163474;12143;1.628298;1.593624;367156;367201
Polygons;50;-556.2408;90.16054;-664.8042;NoFlyEvasion;-527.1759;91.2;-699.9377;NoFlyEvasion;-85.58862;0;-2131.011;Ground;230.41;Transit;1 1 1 1;6;66;20;1.95;367228;1600489;651771;163474;12144;1.628298;1.593624;367201;367156
Polygons;50;1022.668;104.2752;444.4157;NoFlyEvasion;929.8126;79.8;444.4159;NoFlyEvasion;-1038.995;0;668.4065;Ground;165.23;Transit;1 1 1 1;7;33;7;1.72;367237;1600527;651781;163480;12145;1.06903;1.041011;367132;367176
Polygons;50;1023.666;104.5714;444.4157;NoFlyEvasion;929.8126;79.9;444.4159;NoFlyEvasion;-1271.023;0;287.446;Ground;165.27;Transit;1 1 1 1;7;32;13;0.42;367237;1600527;651781;163480;12146;1.06903;1.041011;367176;367132
Polygons;50;895.1368;45.08123;1546.753;NoFlyEvasion;1000;43.5;1560;NoFlyEvasion;2589.359;0;939.4608;Ground;7.25;Transit;1 1 1 1;7;24;4;2.61;367257;1600601;651816;163487;12147;2.627104;2.61105;366941;367141
Polygons;50;892.7509;44.06432;1546.451;NoFlyEvasion;1000;41.6;1560;NoFlyEvasion;2096.047;0;1475.141;Ground;7.32;Transit;1 1 1 1;5;22;12;2.65;367257;1600601;651816;163487;12148;2.627104;2.61105;367141;366941
Polygons;50;1254.687;72.37012;1496.708;NoFlyEvasion;1139.267;75.2;1542.406;NoFlyEvasion;-731.3341;0;1392.908;Ground;158.36;Transit;1 1 1 1;7;11;4;0.34;367306;1600782;651882;163499;12149;1.173684;0.9400549;367157;367279
Polygons;50;1255.561;72.3378;1496.362;NoFlyEvasion;1139.267;75.1;1542.406;NoFlyEvasion;891.7814;0;2325.325;Ground;158.36;Transit;3 3 2 1;12;10;30;2;367306;1600782;651882;163499;12150;1.173684;0.9400549;367279;367157
Polygons;50;1416.714;89.19333;1367.888;NoFlyEvasion;1472.824;91.2;1300.062;NoFlyEvasion;2589.359;0;939.4608;Ground;230.41;Transit;1 1 1 1;11;37;4;2.61;367318;1600830;651906;163504;12151;2.68036;2.644767;366941;367161
Polygons;50;1415.084;89.86407;1369.859;NoFlyEvasion;1472.824;91.8;1300.062;NoFlyEvasion;2588.399;0;1188.918;Ground;230.41;Transit;1 1 1 1;11;34;10;2.75;367318;1600830;651906;163504;12152;2.68036;2.644767;367161;366941
Polygons;50;-594.4506;88.79403;-618.6163;NoFlyEvasion;-527.1759;91.2;-699.9377;NoFlyEvasion;-250.4758;0;-2160.775;Ground;230.41;Transit;1 0 1 1;6;24;4;2.41;367574;1601867;652328;163590;12153;1.576382;1.520444;367454;367510
Polygons;50;-595.4196;88.75938;-617.4451;NoFlyEvasion;-527.1759;91.2;-699.9377;NoFlyEvasion;-224.2114;0;-1769.815;Ground;230.41;Transit;2 1 1 1;4;22;17;0.74;367574;1601867;652328;163590;12154;1.576382;1.520444;367510;367454
Polygons;50;1123.849;115.537;458.1939;NoFlyEvasion;1070.186;116.8;444.4156;NoFlyEvasion;-1621.079;0;124.0198;Ground;345.54;Transit;1 0 1 1;5;60;3;2.05;367709;1602535;652621;163650;12155;1.27561;1.226072;367480;367636
Polygons;50;1124.804;116.265;458.4392;NoFlyEvasion;1070.186;115.1;444.4156;NoFlyEvasion;-1352.53;0;1706.239;Ground;345.55;Transit;1 1 1 1;3;58;10;0.5;367709;1602535;652621;163650;12156;1.27561;1.226072;367636;367480
Polygons;50;1295.445;71.27688;1472.086;NoFlyEvasion;1269.783;72;1490.731;NoFlyEvasion;613.364;0;2403.819;Ground;143.98;Transit;2 2 2 1;10;75;19;2.85;367820;1603021;652835;163719;12157;2.022642;1.996571;367734;367742
Polygons;50;1293.909;71.89378;1473.202;NoFlyEvasion;1269.783;72;1490.731;NoFlyEvasion;-1099.655;0;2419.586;Ground;144;Transit;1 1 1 1;3;78;5;1.19;367820;1603021;652835;163719;12158;2.022642;1.996571;367742;367734
Polygons;50;-1550.91;99.50101;-1091.755;NoFlyEvasion;-1550.081;99.2;-1104.933;NoFlyEvasion;-1119.186;0;-2208.418;Ground;266.4;Transit;1 1 1 1;6;90;6;1.86;367912;1603452;652989;163749;12159;1.666246;1.645021;367826;367858
Polygons;50;-1550.996;98.59764;-1090.383;NoFlyEvasion;-1550.081;99.2;-1104.933;NoFlyEvasion;1374.952;0;-1967.52;Ground;266.4;Transit;2 1 1 1;3;89;10;1.48;367912;1603452;652989;163749;12160;1.666246;1.645021;367858;367826
Polygons;50;-1485.214;55.06338;-726.2673;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-86.47461;0;637.3235;Ground;64.81;Transit;1 1 1 1;5;78;6;0.45;368009;1603843;653145;163791;12161;0.5678661;0.4215145;367919;367979
Polygons;50;-1485.393;55.07298;-726.6487;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;2050.737;0;1087.105;Ground;64.81;Transit;1 1 1 1;5;76;22;0.68;368009;1603843;653145;163791;12162;0.5678661;0.4215145;367979;367919
Polygons;50;-539.8701;66.05399;-684.5931;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-1137.129;0;644.3947;Ground;129.59;Transit;2 1 1 1;6;13;6;1.39;368010;1603846;653147;163793;12163;1.762454;1.680017;367909;367956
Polygons;50;-538.7994;66.01569;-685.8872;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-2008.981;0;430.426;Ground;129.59;Transit;2 2 1 1;5;11;19;2.13;368010;1603846;653147;163793;12164;1.762454;1.680017;367956;367909
Polygons;50;-1546.19;59.25433;-898.2349;NoFlyEvasion;-1532.592;57.6;-826.9503;NoFlyEvasion;-863.0723;0;421.0255;Ground;79.2;Transit;1 1 1 1;4;48;2;0.27;368024;1603915;653177;163798;12165;1.573941;1.460703;367810;367982
Polygons;50;-1546.464;59.28762;-899.6694;NoFlyEvasion;-1532.592;57.6;-826.9503;NoFlyEvasion;-1650.412;0;1384.895;Ground;79.2;Transit;1 1 1 1;10;45;21;2.88;368024;1603915;653177;163798;12166;1.573941;1.460703;367982;367810
Polygons;50;-589.4098;88.9743;-624.7097;NoFlyEvasion;-527.1759;91.2;-699.9377;NoFlyEvasion;1258.427;0;-2434.408;Ground;230.41;Transit;1 0 1 1;7;30;3;2.04;368218;1604908;653557;163918;12167;1.190853;1.170248;367951;368133
Polygons;50;-590.1552;89.01804;-623.8086;NoFlyEvasion;-527.1759;91.2;-699.9377;NoFlyEvasion;-813.0516;0;-2095.232;Ground;230.41;Transit;1 1 1 1;5;29;7;0.34;368218;1604908;653557;163918;12168;1.190853;1.170248;368133;367951
Polygons;50;-446.3514;96.98167;-937.3351;NoFlyEvasion;-441.105;97.6;-964.8382;NoFlyEvasion;-1782.527;0;-2486.793;Ground;259.2;Transit;2 1 1 1;5;79;10;1.54;368279;1605145;653662;163951;12169;1.844275;1.773636;368122;368242
Polygons;50;-446.6836;96.92132;-935.5939;NoFlyEvasion;-441.105;97.6;-964.8382;NoFlyEvasion;1217.607;0;-2425.434;Ground;259.2;Transit;2 2 1 1;9;76;23;2.15;368279;1605145;653662;163951;12170;1.844275;1.773636;368242;368122
Polygons;50;-447.2464;99.82963;-1062.451;NoFlyEvasion;-449.9193;100.8;-1104.934;NoFlyEvasion;1258.427;0;-2434.408;Ground;273.6;Transit;2 0 2 1;10;69;3;2.04;368284;1605169;653673;163955;12171;1.792071;1.730425;367951;368122
Polygons;50;-447.1378;99.79019;-1060.725;NoFlyEvasion;-449.9193;100.8;-1104.934;NoFlyEvasion;-1782.527;0;-2486.793;Ground;273.6;Transit;2 2 2 2;6;67;10;1.54;368284;1605169;653673;163955;12172;1.792071;1.730425;368122;367951
Polygons;50;-714.8842;71.56795;-520.4088;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-2448.709;0;-381.05;Ground;143.98;Transit;1 1 1 1;5;86;7;1.79;368540;1606160;654068;164053;12173;2.209237;2.200202;368368;368398
Polygons;50;-716.6637;71.6181;-519.1159;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-960.8389;0;918.3596;Ground;143.98;Transit;1 1 1 1;10;88;5;2.63;368540;1606160;654068;164053;12174;2.209237;2.200202;368398;368368
Polygons;50;931.1784;76.87946;444.4159;NoFlyEvasion;929.8126;76.5;444.4159;NoFlyEvasion;-214.3835;0;1177.058;Ground;344.47;Transit;1 1 1 1;5;98;7;1.18;368617;1606474;654197;164074;12175;0.7609112;0.7578542;368523;368590
Polygons;50;931.8774;77.1722;444.4159;NoFlyEvasion;929.8126;76.6;444.4159;NoFlyEvasion;-1798.68;0;1446.102;Ground;344.51;Transit;1 1 1 1;5;97;26;0.34;368617;1606474;654197;164074;12176;0.7609112;0.7578542;368590;368523
Polygons;50;-446.9776;57.06798;-1058.178;NoFlyEvasion;-441.105;59.2;-964.8382;NoFlyEvasion;-33.35498;0;797.8395;Ground;86.4;Transit;1 1 1 1;6;33;3;2.42;368645;1606572;654234;164083;12177;1.348284;1.320331;368491;368541
Polygons;50;-447.0605;57.03789;-1059.496;NoFlyEvasion;-441.105;59.2;-964.8382;NoFlyEvasion;-1711.028;0;2317.935;Ground;86.4;Transit;1 1 1 1;7;32;6;0.28;368645;1606572;654234;164083;12178;1.348284;1.320331;368541;368491
Polygons;50;-822.1589;74.25423;-472.8662;NoFlyEvasion;-860.7328;75.2;-457.5937;NoFlyEvasion;-2495.422;0;-509.1064;Ground;158.36;Transit;1 1 1 1;6;69;7;1.15;368705;1606797;654309;164105;12179;0.6751799;0.6509226;368549;368655
Polygons;50;-821.5538;74.2394;-473.1058;NoFlyEvasion;-860.7328;75.2;-457.5937;NoFlyEvasion;-2389.927;0;595.3037;Ground;158.36;Transit;3 2 2 1;5;68;17;0.2;368705;1606797;654309;164105;12180;0.6751799;0.6509226;368655;368549
Polygons;50;1511.525;103.6443;776.4028;NoFlyEvasion;1506.703;104;761.5627;NoFlyEvasion;-1916.201;0;-149.3333;Ground;288;Transit;1 1 1 1;4;88;10;0.4;368803;1607135;654442;164136;12181;0.9889399;0.9018883;368745;368773
Polygons;50;1511.803;103.6237;777.2603;NoFlyEvasion;1506.703;104;761.5627;NoFlyEvasion;1643.959;0;-2230.566;Ground;288;Transit;1 1 1 1;7;85;30;1.58;368803;1607135;654442;164136;12182;0.9889399;0.9018883;368773;368745
Polygons;50;-1523.678;57.12276;-808.0079;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-606.4319;0;-27.97534;Ground;64.81;Transit;1 0 1 1;4;14;3;2.24;368902;1607521;654601;164174;12183;1.758934;1.580192;368661;368867
Polygons;50;-1524.351;57.15878;-809.4374;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-1250.543;0;1047.62;Ground;64.81;Transit;2 1 1 1;9;12;22;1.28;368902;1607521;654601;164174;12184;1.758934;1.580192;368867;368661
Polygons;50;-1545.064;64.37009;-1120.373;NoFlyEvasion;-1550.081;64;-1104.933;NoFlyEvasion;-2027.238;0;6.290039;Ground;108;Transit;1 0 1 1;4;88;2;1.53;368968;1607850;654731;164197;12185;1.619271;1.609975;368595;368934
Polygons;50;-1544.567;64.40678;-1121.904;NoFlyEvasion;-1550.081;64;-1104.933;NoFlyEvasion;-1003.638;0;1463.438;Ground;108;Transit;1 1 1 1;5;85;16;1.71;368968;1607850;654731;164197;12186;1.619271;1.609975;368934;368595
Polygons;50;-474.9809;102.6488;-1182.066;NoFlyEvasion;-493.2973;104;-1238.437;NoFlyEvasion;-489.4099;0;-2275.092;Ground;288;Transit;1 1 1 1;8;57;3;1.64;368984;1607901;654754;164208;12187;1.762263;1.720757;368765;368895
Polygons;50;-474.4493;102.6096;-1180.429;NoFlyEvasion;-493.2973;104;-1238.437;NoFlyEvasion;-500.7222;0;-2018.693;Ground;288;Transit;1 1 1 1;10;56;10;1.89;368984;1607901;654754;164208;12188;1.762263;1.720757;368895;368765
Polygons;50;-1497.65;95.61485;-1252.701;NoFlyEvasion;-1431.488;92.8;-1356.957;NoFlyEvasion;-1338.084;0;-2153.648;Ground;237.61;Transit;1 1 1 1;9;11;5;0.18;369192;1608926;655145;164283;12189;1.441489;1.419948;369046;369121
Polygons;50;-1498.411;95.6472;-1251.503;NoFlyEvasion;-1431.488;92.8;-1356.957;NoFlyEvasion;-889.6514;0;-2273.95;Ground;237.61;Transit;1 1 1 1;5;9;12;2.7;369192;1608926;655145;164283;12190;1.441489;1.419948;369121;369046
Polygons;50;-1529.37;65.52785;-1168.675;NoFlyEvasion;-1550.081;64;-1104.933;NoFlyEvasion;-1933.939;0;831.6603;Ground;108;Transit;2 2 1 1;6;51;11;0.43;369251;1609203;655261;164304;12191;0.3759053;0.3106818;369200;369201
Polygons;50;-1529.274;65.53493;-1168.97;NoFlyEvasion;-1550.081;64;-1104.933;NoFlyEvasion;-2215.917;0;-832.5357;Ground;108;Transit;2 2 1 1;12;50;26;0.33;369251;1609203;655261;164304;12192;0.3759053;0.3106818;369201;369200
Polygons;50;-1007.887;56.7;1392.842;Air;-705.0728;56.7;2549.782;Air;-705.0728;0;2549.782;Ground;75.33;Transit;4 2 1 1;1;40;18;1.87;369276;1609308;655310;164325;12193;1.857874;1.816589;369255;369273
Polygons;50;-1008.461;54.99041;1393.061;Air;-1008.461;91.3;1393.061;Air;2046.814;0;-2333.521;Ground;270;Transit;2 2 1 1;0;60;9;1.85;369276;1609308;655310;164325;12194;1.857874;1.816589;369273;369255
Polygons;50;-1376.123;72.08549;-1408.948;NoFlyEvasion;-1431.488;70.3;-1356.957;NoFlyEvasion;-1038.916;0;1979.545;Ground;136.78;Transit;1 1 1 1;4;45;6;1.11;369320;1609497;655389;164353;12195;1.358442;1.30102;369261;369301
Polygons;50;-1375.176;72.00596;-1409.837;NoFlyEvasion;-1431.488;70.3;-1356.957;NoFlyEvasion;-1271.255;0;2533.841;Ground;136.79;Transit;1 1 1 1;5;42;22;1.61;369320;1609497;655389;164353;12196;1.358442;1.30102;369301;369261
Polygons;50;1245.41;44.47667;500.9086;NoFlyEvasion;1329.159;47.2;546.95;NoFlyEvasion;2410.82;0;384.7502;Ground;28.84;Transit;1 1 1 1;8;31;3;2.07;369327;1609514;655398;164356;12197;1.433624;1.34563;368993;369269
Polygons;50;1244.476;45.29852;500.3953;NoFlyEvasion;1329.159;46.4;546.95;NoFlyEvasion;2127.768;0;1209.05;Ground;28.81;Transit;1 1 1 1;9;30;27;0.8;369327;1609514;655398;164356;12198;1.433624;1.34563;369269;368993
Polygons;50;-1528.317;65.60555;-1171.916;NoFlyEvasion;-1550.081;64;-1104.933;NoFlyEvasion;-1038.916;0;1979.545;Ground;108;Transit;1 1 1 1;6;49;6;1.11;369340;1609564;655425;164362;12199;1.598034;1.560397;369261;369306
Polygons;50;-1527.835;65.64112;-1173.4;NoFlyEvasion;-1550.081;64;-1104.933;NoFlyEvasion;-823.3862;0;373.3394;Ground;108;Transit;1 1 1 1;4;48;10;2.09;369340;1609564;655425;164362;12200;1.598034;1.560397;369306;369261
Polygons;50;503.6159;67.21159;745.3035;NoFlyEvasion;493.2967;66.8;761.564;NoFlyEvasion;-1247.413;0;523.5891;Ground;122.39;Transit;1 1 1 1;12;85;6;1.99;369438;1610037;655590;164398;12201;1.174126;1.082418;369248;369375
Polygons;50;504.1434;67.66147;744.4722;NoFlyEvasion;493.2967;67.2;761.564;NoFlyEvasion;438.3308;0;1971.553;Ground;122.39;Transit;1 1 1 1;6;84;16;0.36;369438;1610037;655590;164398;12202;1.174126;1.082418;369375;369248
Polygons;50;445.1852;60.30362;1056.552;NoFlyEvasion;467.4085;57.6;1173.05;NoFlyEvasion;-35.89355;0;2494.234;Ground;79.2;Transit;1 0 1 1;7;15;3;1.07;369446;1610099;655625;164404;12203;0.7169999;0.6603001;369251;369375
Polygons;50;445.0616;60.31866;1055.904;NoFlyEvasion;467.4085;57.6;1173.05;NoFlyEvasion;438.3308;0;1971.553;Ground;79.2;Transit;1 1 1 1;9;14;16;0.36;369446;1610099;655625;164404;12204;0.7169999;0.6603001;369375;369251
Polygons;50;657.5754;72.32408;559.4069;NoFlyEvasion;568.5121;69.8;643.043;NoFlyEvasion;-1914.014;0;364.5997;Ground;136.79;Transit;1 1 1 1;11;12;7;2.71;369643;1610983;656005;164484;12205;2.436948;2.418882;369494;369597
Polygons;50;659.2085;73.23627;557.8734;NoFlyEvasion;568.5121;70.4;643.043;NoFlyEvasion;-1983.248;0;1490.244;Ground;136.78;Transit;1 1 1 1;10;10;19;2.16;369643;1610983;656005;164484;12206;2.436948;2.418882;369597;369494
